Id,SalePrice
1461.0,42821.248230676836
1462.0,89790.62665616555
1463.0,113617.6868907029
1464.0,130474.18072618192
1465.0,139947.27088527518
1466.0,117749.34450195843
1467.0,120604.13181537922
1468.0,112057.92271502755
1469.0,150766.88916431062
1470.0,58869.026553196105
1471.0,161145.59379601452
1472.0,54807.581053512375
1473.0,28175.713683184906
1474.0,91217.92456390613
1475.0,54458.27225101457
1476.0,280337.63838157296
1477.0,197774.27882710172
1478.0,249634.07462010553
1479.0,231005.49720501617
1480.0,360143.6347724299
1481.0,227754.124420505
1482.0,167424.8158375241
1483.0,122637.24179904323
1484.0,113758.69920858901
1485.0,150723.2860931621
1486.0,159878.64619525775
1487.0,232657.35359757088
1488.0,199962.43404379857
1489.0,139122.4506983471
1490.0,169763.66049382437
1491.0,151768.42358556876
1492.0,19969.062662889453
1493.0,160997.80817835074
1494.0,239348.28434383866
1495.0,220143.03039300392
1496.0,185046.04648701657
1497.0,108906.34173104653
1498.0,111911.17763256605
1499.0,118089.36885770314
1500.0,87760.87229338518
1501.0,164274.11047151216
1502.0,92819.48381173771
1503.0,228749.5252817618
1504.0,188067.12677950945
1505.0,169394.13073338658
1506.0,135835.57701636336
1507.0,207284.65147138757
1508.0,158150.76636588873
1509.0,109608.6561052913
1510.0,83671.82115146329
1511.0,103960.90568475166
1512.0,129486.57169951472
1513.0,106719.62948077371
1514.0,101650.06294228316
1515.0,166496.41170715887
1516.0,118044.75208363889
1517.0,86166.57083983111
1518.0,50947.17242558251
1519.0,166038.0491433006
1520.0,76918.22152901391
1521.0,70566.21894855515
1522.0,149464.81421804332
1523.0,37710.95793855956
1524.0,74226.2357065859
1525.0,53371.95948966706
1526.0,44989.99175603821
1527.0,43079.7552712911
1528.0,95553.77175728252
1529.0,83245.74435835678
1530.0,173699.84679884507
1531.0,105135.57308456807
1532.0,58216.30383782435
1533.0,103276.88073763505
1534.0,94404.4205042971
1535.0,90035.17313871553
1536.0,48455.022225699824
1537.0,-27833.896525004944
1538.0,119601.6973228873
1539.0,178501.7041559666
1540.0,78282.45668162794
1541.0,110065.63316736787
1542.0,77047.84440091506
1543.0,129537.90770911562
1544.0,25421.31202323173
1545.0,72261.64361949234
1546.0,87438.48230416674
1547.0,90789.47760541362
1548.0,79638.66855790603
1549.0,52547.72368390809
1550.0,80891.09217487506
1551.0,81561.4644430007
1552.0,81900.22432624197
1553.0,117259.51022869648
1554.0,61053.30917751507
1555.0,87459.27367944826
1556.0,31067.986649571656
1557.0,80364.80715223282
1558.0,45238.11197230287
1559.0,24166.004191184817
1560.0,87728.39679829121
1561.0,90783.42012823277
1562.0,68354.7865507323
1563.0,61075.97442049018
1564.0,107957.0658765223
1565.0,81612.26918928252
1566.0,201183.4169056336
1567.0,15168.197889266738
1568.0,184240.54898993016
1569.0,44519.64202755291
1570.0,93583.98538965426
1571.0,31291.303971797664
1572.0,83666.11654503431
1573.0,203819.73991964597
1574.0,78233.20084391438
1575.0,187831.32921217193
1576.0,200959.14509455042
1577.0,136517.68295859915
1578.0,109619.48089033083
1579.0,62478.5392757286
1580.0,143926.23864471048
1581.0,101829.8549866718
1582.0,76770.98704832207
1583.0,254959.30959534922
1584.0,176453.9699039445
1585.0,96833.62901233809
1586.0,-4171.110424398941
1587.0,51351.66560399572
1588.0,111298.77177778093
1589.0,51078.660597817674
1590.0,83550.44129647707
1591.0,21924.59927873753
1592.0,77692.04573655615
1593.0,87402.37517513472
1594.0,70385.94204120405
1595.0,48797.00408161452
1596.0,163782.1365036296
1597.0,118540.39218990269
1598.0,134859.43945695736
1599.0,137609.27349451647
1600.0,125528.11221541205
1601.0,-13723.630720356277
1602.0,67739.06120893263
1603.0,12970.564687664955
1604.0,198910.49977558196
1605.0,207387.02526021792
1606.0,100378.37928042372
1607.0,114927.30321258909
1608.0,164417.65923370954
1609.0,149510.29412539795
1610.0,91846.17754823805
1611.0,82782.13619142186
1612.0,116043.32028216656
1613.0,108849.51981482955
1614.0,83776.00033637925
1615.0,28005.155263697467
1616.0,4663.287647388146
1617.0,14277.694008673743
1618.0,59143.449537696986
1619.0,104694.82801224684
1620.0,84280.91119777059
1621.0,83706.45248022766
1622.0,79041.0626852859
1623.0,208502.0245984457
1624.0,174504.19449471936
1625.0,75179.35930767932
1626.0,136683.80762815263
1627.0,127843.01692226596
1628.0,228288.9942926515
1629.0,99133.69693352256
1630.0,267577.6419386528
1631.0,146604.94803458636
1632.0,180201.38153767397
1633.0,134077.71290456105
1634.0,138434.74667723264
1635.0,134033.70681470862
1636.0,96491.24324041067
1637.0,133246.45442526738
1638.0,148073.0336914113
1639.0,125920.43264041698
1640.0,206438.0056418902
1641.0,124488.18760412626
1642.0,195135.9346600766
1643.0,161472.33638383631
1644.0,176296.1143339311
1645.0,179893.37588942095
1646.0,114810.81506700927
1647.0,107075.72223683094
1648.0,83013.08107910465
1649.0,78666.93392103465
1650.0,55064.15780037565
1651.0,52375.95451441032
1652.0,45572.383625623275
1653.0,48538.83082484591
1654.0,95652.40909549056
1655.0,90814.14100200796
1656.0,82332.21173002056
1657.0,98159.38602070717
1658.0,97863.72723886251
1659.0,68223.95859628796
1660.0,77359.60394813839
1661.0,347225.7271330817
1662.0,292032.5357378261
1663.0,297345.54234146274
1664.0,369269.0411099586
1665.0,248875.33841719475
1666.0,233750.43163392806
1667.0,275981.38863325736
1668.0,283903.018352298
1669.0,240869.7002944762
1670.0,274122.826197504
1671.0,206817.5808874762
1672.0,326726.6227316991
1673.0,233691.78799143012
1674.0,205791.6282439157
1675.0,148300.40655515177
1676.0,146035.09661164923
1677.0,165184.5146031773
1678.0,367099.9336861516
1679.0,274302.6741836217
1680.0,261065.41695005915
1681.0,209724.66146781712
1682.0,233727.4260393339
1683.0,139070.7794551048
1684.0,131269.6075901
1685.0,135658.2505913444
1686.0,118413.6661639651
1687.0,141653.2106255041
1688.0,151318.92436216955
1689.0,162968.6311937603
1690.0,165234.8392656918
1691.0,152260.5700113701
1692.0,216014.02665012932
1693.0,128545.18305399941
1694.0,129096.90649112847
1695.0,118415.4786843266
1696.0,218345.28080020772
1697.0,119301.80431278536
1698.0,263688.3090131294
1699.0,258839.6688661114
1700.0,190570.21625641055
1701.0,219155.4656532665
1702.0,208494.91035084377
1703.0,198803.73138847176
1704.0,231095.99753282403
1705.0,196403.94133208643
1706.0,315716.9284440432
1707.0,152767.78158754788
1708.0,147798.74466492093
1709.0,209115.8506771803
1710.0,170742.5756272636
1711.0,212428.66992828573
1712.0,195675.5408834366
1713.0,211768.38398485744
1714.0,167829.86762807608
1715.0,150760.84718017487
1716.0,134451.57962816462
1717.0,137040.5316142698
1718.0,88320.64892665131
1719.0,159661.19437898273
1720.0,193836.80862491365
1721.0,114568.10546274923
1722.0,59872.80364022541
1723.0,90049.71606365472
1724.0,168037.33170204892
1725.0,183190.8247071544
1726.0,140904.22243751513
1727.0,109341.37322197991
1728.0,128396.14718073394
1729.0,104259.88064206389
1730.0,118475.71338186294
1731.0,63724.49106267557
1732.0,67061.5142757103
1733.0,51542.43548479371
1734.0,56568.765210157864
1735.0,74414.57902250506
1736.0,21603.522308961226
1737.0,261901.59674062717
1738.0,188145.47059248455
1739.0,211780.3150404554
1740.0,147086.2514718224
1741.0,129865.20978382832
1742.0,133764.56880766034
1743.0,135995.82535952513
1744.0,267740.2168158278
1745.0,173881.15072789692
1746.0,154131.25021702907
1747.0,175851.1922335792
1748.0,190284.49652971115
1749.0,75753.7731120926
1750.0,66615.29051165974
1751.0,200965.79568400813
1752.0,53720.97823254109
1753.0,103777.13611489834
1754.0,165369.63452929485
1755.0,118625.88895508947
1756.0,80407.8888219001
1757.0,61831.88311298631
1758.0,90269.53954923942
1759.0,118484.97935761392
1760.0,109712.73190220722
1761.0,112750.9220376596
1762.0,122560.06831535508
1763.0,112667.09269712513
1764.0,59875.70707504425
1765.0,135591.34456606928
1766.0,140238.48582618704
1767.0,185068.67744364167
1768.0,93592.06068147763
1769.0,117670.99856266376
1770.0,123914.13078930692
1771.0,67473.33752381399
1772.0,69692.6888325079
1773.0,54494.19252071334
1774.0,104282.27967376469
1775.0,93358.794472618
1776.0,81536.49844891878
1777.0,66290.36890161593
1778.0,101809.43301401634
1779.0,69760.85733637444
1780.0,134466.3043756047
